序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
246,690,宝新能源,广东宝丽华新能源股份有限公司,梅州市,梅县区,25.15亿,1.03亿,1447,1997-01-28,--,,火电,主营业务:电力、建筑施工、投资等,电力、建筑施工、投资等
247,691,亚太实业,海南亚太实业发展股份有限公司,兰州市,城关区,4614.78万,-896.34万,35,1997-02-28,--,,房地产开发,主营业务:房地产开发与销售,房地产开发与销售
248,692,惠天热电,沈阳惠天热电股份有限公司,沈阳市,沈河区,17.66亿,-5627.22万,2758,1997-02-27,--,,其他发电,主营业务:民用和工业用供热和供汽,民用和工业用供热和供汽
249,693,*ST华泽,成都华泽钴镍材料股份有限公司,成都市,温江区,3.91亿,-22.88亿,425,1997-02-26,--,,其他稀有小金属,有色金属冶炼、国内金属贸易,镍铁矿资源的采选、冶炼及相关产品的生产和销售
250,695,滨海能源,天津滨海能源发展股份有限公司,天津市,滨海新区,10.07亿,2071.76万,756,1997-02-18,--,,其他发电,主营业务:热力和电力的生产和销售,热力和电力的生产和销售
251,697,炼石航空,炼石航空科技股份有限公司,咸阳市,秦都区,7.53亿,5325.88万,1764,1997-03-25,--,,稀有金属,主营业务:制造加工各种航空器相关精密零部件、结构件等,制造加工各种航空器相关精密零部件、结构件等
252,698,沈阳化工,沈阳化工股份有限公司,沈阳市,铁西区,119.08亿,2.28亿,3391,1997-02-20,--,,石油加工,主营业务:氯碱化工产品的生产和销售、石油化工产品的生产和销售、聚醚化工产品的生产和销售以及槽车运输租赁业务等。,氯碱化工产品的生产和销售、石油化工产品的生产和销售、聚醚化工产品的生产和销售以及槽车运输租赁业务等。
253,700,模塑科技,江南模塑科技股份有限公司,无锡市,江阴市,43.40亿,1.34亿,4303,1997-02-28,--,,汽车零部件,主营业务:轿车保险杠及防擦条等汽车装饰件的生产和销售、铸件的生产和销售、房地产开发和销售以及医院管理及健康咨询服务,轿车保险杠及防擦条等汽车装饰件的生产和销售、铸件的生产和销售、房地产开发和销售以及医院管理及健康咨询服务
254,701,厦门信达,厦门信达股份有限公司,厦门市,湖里区,546.71亿,1.39亿,5134,1997-02-26,--,,贸易,主营业务:电子信息产业(光电、物联网)、供应链业务(大宗贸易、汽车销售)、房地产业务、类金融业务,电子信息产业(光电、物联网)、供应链业务(大宗贸易、汽车销售)、房地产业务、类金融业务
255,702,正虹科技,湖南正虹科技发展股份有限公司,岳阳市,汨罗市,13.48亿,1482.54万,1234,1997-03-18,--,,饲料,主营业务:研发生产销售饲料产品,研发生产销售饲料产品
256,703,恒逸石化,恒逸石化股份有限公司,北海市,海城区,659.60亿,19.07亿,7102,1997-03-28,--,,涤纶,主营业务:对石化行业的投资；有色金属、建筑材料和机电产品及配件；货运代理；经营本企业及本企业成员单位资产产品和生产、科研所需的原材料、机械设备、仪器仪表、零配件及相关进出口业务。,对石化行业的投资；有色金属、建筑材料和机电产品及配件；货运代理；经营本企业及本企业成员单位资产产品和生产、科研所需的原材料、机械设备、仪器仪表、零配件及相关进出口业务。
257,705,浙江震元,浙江震元股份有限公司,绍兴市,越城区,25.78亿,6294.99万,1804,1997-04-10,--,,医药商业,主营业务:主要生产经营中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素、生化药品、麻醉药品、精神药品、医疗器械、化学试剂等。,主要生产经营中成药、中药材、中药饮片、化学药制剂、化学原料药、抗生素、生化药品、麻醉药品、精神药品、医疗器械、化学试剂等。
258,707,*ST双环,湖北双环科技股份有限公司,孝感市,应城市,42.82亿,-7.54亿,4862,1997-04-15,--,,纯碱,主营业务:联碱产品的生产与销售。,联碱产品的生产与销售。
259,708,大冶特钢,大冶特殊钢股份有限公司,黄石市,西塞山区,102.27亿,3.95亿,3736,1997-03-26,--,,特钢,主营业务:钢铁冶炼、钢材轧制、金属改制、压延加工、钢铁材料检测。,钢铁冶炼、钢材轧制、金属改制、压延加工、钢铁材料检测。
260,709,河钢股份,河钢股份有限公司,石家庄市,裕华区,1089.83亿,21.26亿,37345,1997-04-16,--,,普钢,主营业务:黑色金属的冶炼和加工,黑色金属的冶炼和加工
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
261,710,贝瑞基因,成都市贝瑞和康基因技术股份有限公司,成都市,龙泉驿区,11.71亿,2.44亿,1337,1997-04-22,--,,汽车零部件,主营业务:以测序为基础的基因检测服务与设备试剂销售,以测序为基础的基因检测服务与设备试剂销售
262,711,京蓝科技,京蓝科技股份有限公司,哈尔滨市,南岗区,18.08亿,3.01亿,1448,1997-04-11,--,,节水灌溉,主营业务:包括智慧生态运营服务、清洁能源服务综合在内的生态环保业务,包括智慧生态运营服务、清洁能源服务综合在内的生态环保业务
263,712,锦龙股份,广东锦龙发展股份有限公司,东莞市,东莞市,11.75亿,2.45亿,1373,1997-04-15,--,,证券,主营业务:证券业务,证券业务
264,713,丰乐种业,合肥丰乐种业股份有限公司,合肥市,合肥市,14.47亿,1462.56万,1128,1997-04-22,--,,种子,主营业务:种子和农化产业，此外还有香料产业和酒店服务业,种子和农化产业，此外还有香料产业和酒店服务业
265,715,中兴商业,中兴-沈阳商业大厦(集团)股份有限公司,沈阳市,和平区,24.59亿,8457.69万,1976,1997-05-08,--,,百货,主营业务:国内一般商业贸易、汽车修理、汽车配件、仓储搬运、进出口贸易、停车服务、商住写字间、场地租赁、商业企业投资控股,国内一般商业贸易、汽车修理、汽车配件、仓储搬运、进出口贸易、停车服务、商住写字间、场地租赁、商业企业投资控股
266,716,黑芝麻,南方黑芝麻集团股份有限公司,玉林市,容县,27.72亿,1.05亿,2992,1997-04-18,--,,植物蛋白饮料,主营业务:从事大健康食品生产经营,从事大健康食品生产经营
267,717,韶钢松山,广东韶钢松山股份有限公司,韶关市,曲江区,251.15亿,25.79亿,5611,1997-05-08,--,,普钢,主营业务:黑色金属冶炼加工，金属制品、焦炭及煤化工产品的生产、销售等,黑色金属冶炼加工，金属制品、焦炭及煤化工产品的生产、销售等
268,718,苏宁环球,苏宁环球股份有限公司,吉林市,昌邑区,57.68亿,10.69亿,1143,1997-04-08,--,,房地产开发,主营业务:房地产开发,房地产开发
269,719,中原传媒,中原大地传媒股份有限公司,焦作市,解放区,81.74亿,7.00亿,15429,1997-03-31,--,,平面媒体,"主营业务:从事中小学教材、教辅的编制、印刷及发行业务,服务于河南省内的中小学在校学生。","从事中小学教材、教辅的编制、印刷及发行业务,服务于河南省内的中小学在校学生。"
270,720,*ST新能,山东新能泰山发电股份有限公司,泰安市,泰山区,27.45亿,-5.65亿,2327,1997-05-09,--,,火电,主营业务:电力生产，电线电缆、电子产品的生产与销售。,电力生产，电线电缆、电子产品的生产与销售。
271,721,西安饮食,西安饮食股份有限公司,西安市,碑林区,4.94亿,-1319.72万,3414,1997-04-30,--,,餐饮,主营业务:传统餐饮服务和工业化食品的生产、加工及销售,传统餐饮服务和工业化食品的生产、加工及销售
272,722,湖南发展,湖南发展集团股份有限公司,长沙市,天心区,2.44亿,7788.89万,663,1997-05-22,--,,水电,主营业务:水力发电综合开发经营,水力发电综合开发经营
273,723,美锦能源,山西美锦能源股份有限公司,太原市,清徐县,122.38亿,12.08亿,6906,1997-05-15,--,,焦炭,主营业务:焦化厂、煤矿、煤层气的开发、投资，批发零售煤炭、金属材料、建材、日用杂平、劳保用品，煤炭、焦炭、煤矸石、金属镁、铁矿粉、生铁的加工与销售。,焦化厂、煤矿、煤层气的开发、投资，批发零售煤炭、金属材料、建材、日用杂平、劳保用品，煤炭、焦炭、煤矸石、金属镁、铁矿粉、生铁的加工与销售。
274,725,京东方A,京东方科技集团股份有限公司,北京市,朝阳区,938.00亿,78.60亿,62516,2001-01-12,--,,显示器件,主营业务:显示器件业务、智慧系统产品业务、智慧健康服务业务,显示器件业务、智慧系统产品业务、智慧健康服务业务
275,726,鲁泰A,鲁泰纺织股份有限公司,淄博市,张店区,64.09亿,8.83亿,25203,2000-12-25,--,,棉纺,主营业务:生产销售中、高档衬衫用色织布面料、印染面料、成衣等产品。,生产销售中、高档衬衫用色织布面料、印染面料、成衣等产品。
276,727,华东科技,南京华东电子信息科技股份有限公司,南京市,浦口区,59.95亿,6267.56万,8045,1997-05-20,--,,显示器件,主营业务:电子产品、平板显示器件及模块、石英晶体产品、电子线路产品、真空电子、照明器材及材料的生产、加工、销售、技术服务等,电子产品、平板显示器件及模块、石英晶体产品、电子线路产品、真空电子、照明器材及材料的生产、加工、销售、技术服务等
277,728,国元证券,国元证券股份有限公司,合肥市,蜀山区,35.11亿,12.14亿,3330,1997-06-16,--,,证券,主营业务:证券的代理买卖;证券自营买卖;证券承销;证券投资咨询;客户资产管理等,证券的代理买卖;证券自营买卖;证券承销;证券投资咨询;客户资产管理等
278,729,燕京啤酒,北京燕京啤酒股份有限公司,北京市,顺义区,111.96亿,1.73亿,37003,1997-07-16,--,,啤酒,主营业务:生产和销售啤酒,生产和销售啤酒
279,731,四川美丰,四川美丰化工股份有限公司,遂宁市,射洪县,25.28亿,1.48亿,2433,1997-06-17,--,,氮肥,主营业务:化学肥料、合成氨、尿素、三聚氰胺、塑料包装袋及PVC管材管件等制造、销售,化学肥料、合成氨、尿素、三聚氰胺、塑料包装袋及PVC管材管件等制造、销售
280,732,泰禾集团,泰禾集团股份有限公司,三明市,梅列区,243.31亿,23.33亿,11277,1997-07-04,--,,房地产开发,主营业务:房地产,房地产
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
281,733,振华科技,中国振华(集团)科技股份有限公司,贵阳市,乌当区,80.18亿,2.08亿,7977,1997-07-03,--,,电子元件,主营业务:一是以移动通信终端、电子电话机、通信天线等为主的专用整机板块；二是以片式电阻、电容、电感、半导体二三极管、集成电路等为主的高新电子板块；三是以高压真空灭弧室、手机／动力电池、电子材料等为主的集成电路与关键元器件板块；四是以进出口贸易、信息化服务等为主的现代电子商贸与园区服务板块。,一是以移动通信终端、电子电话机、通信天线等为主的专用整机板块；二是以片式电阻、电容、电感、半导体二三极管、集成电路等为主的高新电子板块；三是以高压真空灭弧室、手机／动力电池、电子材料等为主的集成电路与关键元器件板块；四是以进出口贸易、信息化服务等为主的现代电子商贸与园区服务板块。
282,735,罗牛山,罗牛山股份有限公司,海口市,美兰区,13.30亿,1.55亿,2182,1997-06-11,--,,畜牧养殖,"主营业务:畜牧养殖、农副水产品加工、饲料加工、种植,代收代缴水电费用","畜牧养殖、农副水产品加工、饲料加工、种植,代收代缴水电费用"
283,736,中交地产,中交地产股份有限公司,重庆市,江北区,62.61亿,7.56亿,780,1997-04-25,--,,房地产开发,主营业务:房地产开发,房地产开发
284,737,*ST南风,南风化工集团股份有限公司,运城市,盐湖区,18.73亿,-4.31亿,1761,1997-04-28,--,,日用化学品,主营业务:生产销售工业无机盐系列产品、日用化工系列产品、医药产品、化肥系列产品,生产销售工业无机盐系列产品、日用化工系列产品、医药产品、化肥系列产品
